CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender,Cluster,Exited,Segment,ChurnProbability,RiskBand
651,41,4,38617.2,1,1,1,104876.8,0,0,0,1,0,Affluent Low-Product Users,0.28531018354953097,Medium
654,28,7,0.0,2,1,0,151316.37,0,0,0,3,0,Low-Balance Multi-Product Users,0.03703555473516891,Low
676,34,8,82909.14,1,1,0,91817.38,0,0,0,1,1,Affluent Low-Product Users,0.5797674775469093,High
708,54,8,145151.4,1,0,1,125311.17,1,0,0,0,1,High-Risk German Affluent,0.8467204590055973,Very High
499,42,0,147187.84,1,1,1,14868.94,0,1,0,2,1,Young Engaged Mass-Market,0.5967979326871118,High
689,39,4,0.0,2,1,0,196112.45,0,0,1,3,0,Low-Balance Multi-Product Users,0.052459736358370576,Low
850,54,7,108185.81,2,0,0,24093.4,0,1,1,2,1,Young Engaged Mass-Market,0.7436478035971883,High
502,30,4,0.0,2,1,1,66263.87,0,0,1,3,0,Low-Balance Multi-Product Users,0.0019117051695757678,Low
643,34,7,0.0,2,0,1,100304.13,0,0,1,3,0,Low-Balance Multi-Product Users,0.014069939586830161,Low
762,28,2,0.0,2,1,0,167909.52,0,0,1,3,0,Low-Balance Multi-Product Users,0.015170462700402641,Low
719,49,5,105918.1,1,1,1,16246.59,0,0,1,1,0,Affluent Low-Product Users,0.36968406679477694,Medium
789,27,6,0.0,2,1,0,103603.65,0,0,1,3,0,Low-Balance Multi-Product Users,0.008141148546510584,Low
553,42,7,0.0,2,1,0,7680.23,0,1,1,2,0,Young Engaged Mass-Market,0.06793491706305835,Low
448,25,2,0.0,2,0,0,95215.73,0,1,1,2,0,Young Engaged Mass-Market,0.056848780575421656,Low
632,42,6,59972.26,2,0,1,148172.94,1,0,1,0,0,High-Risk German Affluent,0.07350799861577385,Low
669,25,7,157228.61,2,1,0,124382.9,0,1,1,2,0,Young Engaged Mass-Market,0.0428496241817321,Low
654,34,5,0.0,2,1,0,159311.46,0,1,1,2,0,Young Engaged Mass-Market,0.004833074478923367,Low
726,38,4,0.0,2,0,0,6787.48,0,0,0,3,0,Low-Balance Multi-Product Users,0.07380164506169058,Low
596,21,4,210433.08,2,0,1,197297.77,0,0,1,1,1,Affluent Low-Product Users,0.2511617332048825,Medium
733,30,1,102452.71,1,1,0,21556.95,1,0,0,0,0,High-Risk German Affluent,0.22870022582078575,Low
529,35,5,0.0,2,1,0,56518.0,0,1,0,2,0,Young Engaged Mass-Market,0.019844348409923336,Low
493,37,8,142987.46,2,1,0,158840.99,0,0,0,1,0,Affluent Low-Product Users,0.13633861269362588,Low
615,29,7,143330.56,2,1,1,126396.01,0,1,0,2,0,Young Engaged Mass-Market,0.05025339202390625,Low
600,49,6,0.0,1,0,1,148087.88,0,0,0,3,1,Low-Balance Multi-Product Users,0.7579341778307099,Very High
666,36,4,120165.4,2,1,0,33701.5,0,0,1,1,0,Affluent Low-Product Users,0.018535864853677978,Low
644,54,6,0.0,1,0,1,84622.37,0,1,1,2,0,Young Engaged Mass-Market,0.4105969195943351,Medium
692,36,4,0.0,1,1,0,185580.89,0,0,0,3,1,Low-Balance Multi-Product Users,0.6955304987947448,High
707,73,6,66573.17,1,1,1,62768.8,0,0,1,1,0,Affluent Low-Product Users,0.049958831991921575,Low
603,40,4,102833.46,2,1,1,38829.11,0,0,1,1,0,Affluent Low-Product Users,0.03304120421446073,Low
671,34,5,164757.56,1,1,0,110748.88,0,0,0,1,0,Affluent Low-Product Users,0.08398222587068047,Low
568,36,10,153610.61,1,1,1,54083.8,0,1,0,2,1,Young Engaged Mass-Market,0.06492731274388316,Low
598,35,8,0.0,3,0,1,88658.73,0,1,0,2,0,Young Engaged Mass-Market,0.44686568056799664,Medium
606,42,10,0.0,2,1,0,177938.52,0,1,1,2,0,Young Engaged Mass-Market,0.10163901867776347,Low
850,36,3,169025.83,1,1,0,174235.06,1,0,0,0,0,High-Risk German Affluent,0.10357820844191419,Low
644,26,4,153455.72,2,1,1,82696.84,0,1,0,2,0,Young Engaged Mass-Market,0.059805501845451255,Low
655,37,4,0.0,2,1,1,142415.97,0,0,1,3,0,Low-Balance Multi-Product Users,0.0013361882244030438,Low
850,30,10,153972.89,2,1,0,62811.03,0,0,1,1,0,Affluent Low-Product Users,0.04220609269981447,Low
683,34,9,114609.55,2,0,1,25339.29,0,1,1,2,0,Young Engaged Mass-Market,0.034639844464233335,Low
663,37,7,143625.83,2,0,1,176487.05,1,0,1,0,0,High-Risk German Affluent,0.07902504359469315,Low
682,38,1,116520.28,1,1,1,49833.5,1,0,0,0,1,High-Risk German Affluent,0.786222522157134,Very High
639,77,6,80926.02,2,1,1,55829.25,0,0,1,3,0,Low-Balance Multi-Product Users,0.07680340399776563,Low
704,23,6,166594.78,1,1,1,155823.2,0,0,1,1,0,Affluent Low-Product Users,0.03334154351868637,Low
691,40,0,115465.98,1,1,1,60622.61,0,0,0,1,0,Affluent Low-Product Users,0.17587183776637208,Low
599,34,8,0.0,2,1,1,174196.68,0,0,1,3,0,Low-Balance Multi-Product Users,0.010280669245500166,Low
573,36,1,0.0,1,1,1,56905.38,0,0,0,3,0,Low-Balance Multi-Product Users,0.1961671380377488,Low
589,41,7,92618.62,1,1,1,101178.85,1,0,0,0,0,High-Risk German Affluent,0.23755689902920443,Low
620,25,8,141825.88,1,1,1,73857.94,1,0,0,0,1,High-Risk German Affluent,0.6070946966466195,High
647,28,6,149594.02,2,1,0,102325.19,0,1,1,2,0,Young Engaged Mass-Market,0.036285338993802714,Low
737,39,7,130051.66,2,0,0,55356.39,0,1,0,2,1,Young Engaged Mass-Market,0.14445535164392723,Low
634,41,7,0.0,2,1,1,131284.93,0,0,0,3,0,Low-Balance Multi-Product Users,0.12235703230376724,Low
660,38,4,0.0,2,0,0,88080.43,0,0,1,3,0,Low-Balance Multi-Product Users,0.007524985198424246,Low
666,37,2,158468.76,1,0,1,93266.01,1,0,0,0,0,High-Risk German Affluent,0.06805052614568009,Low
696,44,8,161889.79,1,0,0,75562.47,0,0,1,1,0,Affluent Low-Product Users,0.17773579287871527,Low
836,29,9,133681.78,1,1,1,153747.73,0,0,0,1,0,Affluent Low-Product Users,0.3003980513386106,Medium
667,34,5,0.0,2,1,0,163830.64,0,1,0,2,0,Young Engaged Mass-Market,0.011143249104562668,Low
596,20,3,187294.46,1,1,0,103456.47,0,1,1,2,0,Young Engaged Mass-Market,0.3239621711711285,Medium
430,31,5,0.0,1,1,0,95655.16,0,0,1,3,0,Low-Balance Multi-Product Users,0.4580942432712275,Medium
596,67,6,0.0,2,1,1,138350.74,0,1,1,2,0,Young Engaged Mass-Market,0.02145693691798079,Low
599,28,7,119706.22,1,0,0,31190.42,0,0,1,1,0,Affluent Low-Product Users,0.06198192629445059,Low
519,22,8,0.0,1,0,1,167553.06,0,0,0,3,0,Low-Balance Multi-Product Users,0.15020925697993195,Low
721,45,7,138523.2,1,0,0,59604.45,1,0,0,0,1,High-Risk German Affluent,0.8717240867838334,Very High
603,56,5,90778.76,2,1,0,162223.67,0,1,0,2,1,Young Engaged Mass-Market,0.9441224142514831,Very High
572,47,4,99353.42,1,1,0,196549.85,1,0,1,0,1,High-Risk German Affluent,0.895904708388313,Very High
453,40,1,111524.49,1,1,1,120373.84,1,0,0,0,1,High-Risk German Affluent,0.8106846890151073,Very High
668,37,7,128645.67,1,1,0,92149.64,0,0,0,1,0,Affluent Low-Product Users,0.10979193864849658,Low
762,35,1,117458.51,1,0,1,178361.48,1,0,1,0,1,High-Risk German Affluent,0.6675788516748796,High
633,39,9,129189.15,2,0,0,170998.83,0,0,0,1,0,Affluent Low-Product Users,0.1689557824238886,Low
647,33,7,121260.19,2,1,0,77216.48,0,1,1,2,0,Young Engaged Mass-Market,0.0470224966644795,Low
796,56,6,94231.13,1,0,0,121164.6,0,1,1,2,1,Young Engaged Mass-Market,0.8303778463620562,Very High
733,39,1,0.0,2,1,1,141841.31,0,0,1,3,0,Low-Balance Multi-Product Users,0.030987403490705667,Low
556,34,8,163757.06,1,1,1,104000.06,0,0,1,1,0,Affluent Low-Product Users,0.05008460042272491,Low
489,58,4,0.0,2,1,1,191419.32,0,1,1,2,0,Young Engaged Mass-Market,0.34419053477677924,Medium
639,22,4,0.0,2,1,0,28188.96,0,0,1,3,0,Low-Balance Multi-Product Users,0.008013638371761366,Low
715,35,2,141005.47,1,1,1,60407.93,0,0,1,1,0,Affluent Low-Product Users,0.020132830661584437,Low
807,42,9,105356.09,2,1,1,130489.37,1,0,0,0,0,High-Risk German Affluent,0.246711177801591,Low
714,34,5,0.0,2,1,0,193040.32,0,1,1,2,0,Young Engaged Mass-Market,0.04558539754592474,Low
626,23,6,85897.95,1,1,0,109742.8,1,0,0,0,0,High-Risk German Affluent,0.14555301559698822,Low
697,36,7,0.0,2,1,1,74760.32,0,0,1,3,0,Low-Balance Multi-Product Users,0.01286355952153583,Low
850,31,4,164672.66,1,0,1,61936.1,1,0,0,0,0,High-Risk German Affluent,0.14832550162787603,Low
737,45,2,99169.67,2,1,1,78650.95,1,0,0,0,0,High-Risk German Affluent,0.35604663138896314,Medium
812,29,6,0.0,2,0,0,168023.6,0,0,1,3,0,Low-Balance Multi-Product Users,0.01756884880127207,Low
583,36,8,0.0,2,0,1,5571.59,0,0,1,3,0,Low-Balance Multi-Product Users,0.0577740754109868,Low
730,37,5,124053.03,1,1,0,118591.67,1,0,0,0,0,High-Risk German Affluent,0.24833516470362085,Low
677,36,4,0.0,2,1,0,7824.31,0,0,1,3,0,Low-Balance Multi-Product Users,0.004967869215296483,Low
748,40,3,103499.09,2,0,0,38153.19,1,0,0,0,0,High-Risk German Affluent,0.13400948884089395,Low
753,38,9,151766.71,1,1,1,180829.99,1,0,0,0,0,High-Risk German Affluent,0.2509291858192718,Medium
634,36,1,0.0,1,1,1,143960.72,0,1,0,2,0,Young Engaged Mass-Market,0.20836783910828127,Low
622,29,7,101486.96,1,1,1,8788.35,0,0,1,1,0,Affluent Low-Product Users,0.04100873804223939,Low
699,36,2,123601.56,2,1,0,103557.85,1,0,1,0,0,High-Risk German Affluent,0.09733253336279409,Low
570,38,1,127201.58,1,1,0,147168.28,1,0,1,0,1,High-Risk German Affluent,0.5879344772703919,High
552,33,3,144962.74,1,1,0,58844.84,1,0,1,0,1,High-Risk German Affluent,0.6726691424049299,High
619,48,4,0.0,1,0,0,18094.96,0,0,0,3,1,Low-Balance Multi-Product Users,0.9220913265070434,Very High
714,33,8,122017.19,1,0,0,162515.17,0,1,1,2,0,Young Engaged Mass-Market,0.07640424149982482,Low
503,32,9,100262.88,2,1,1,157921.25,0,1,1,2,0,Young Engaged Mass-Market,0.042299311535645485,Low
685,43,6,117302.62,1,0,0,68701.73,0,1,0,2,0,Young Engaged Mass-Market,0.15497796322260493,Low
606,35,0,135984.15,2,1,0,186778.89,0,0,0,1,0,Affluent Low-Product Users,0.07976281906282258,Low
678,38,3,0.0,2,1,0,66561.6,0,0,1,3,0,Low-Balance Multi-Product Users,0.019611272690168012,Low
724,31,2,160997.54,2,0,1,64831.36,1,0,1,0,0,High-Risk German Affluent,0.047273470229874534,Low
779,37,2,128389.63,1,1,1,6589.16,1,0,0,0,1,High-Risk German Affluent,0.6942842706279433,High
638,35,1,0.0,2,1,0,165370.66,0,1,1,2,0,Young Engaged Mass-Market,0.03785932564038107,Low
610,50,5,130554.51,3,1,0,184758.17,0,1,0,2,1,Young Engaged Mass-Market,0.9012758985736726,Very High
646,57,6,90212.0,1,1,0,13911.27,1,0,0,0,1,High-Risk German Affluent,0.9338403169861084,Very High
628,29,9,71996.29,1,1,1,34857.46,0,0,0,1,0,Affluent Low-Product Users,0.030862228259700076,Low
528,32,4,85615.66,2,1,0,156192.43,0,0,0,3,0,Low-Balance Multi-Product Users,0.08695364547098139,Low
432,27,6,62339.81,2,0,0,53874.67,0,0,0,3,0,Low-Balance Multi-Product Users,0.13548722484886594,Low
622,47,6,142319.03,1,0,0,100183.05,0,1,0,2,0,Young Engaged Mass-Market,0.5126948074021686,High
721,54,5,0.0,2,1,1,4493.12,0,0,1,3,0,Low-Balance Multi-Product Users,0.06498791982540407,Low
614,36,5,0.0,2,1,0,130610.78,0,1,1,2,0,Young Engaged Mass-Market,0.00684814370992675,Low
634,24,2,87413.19,1,1,0,63340.65,0,0,0,1,0,Affluent Low-Product Users,0.07902560872692438,Low
742,29,4,0.0,2,1,1,180066.59,0,0,0,3,0,Low-Balance Multi-Product Users,0.06248844244543834,Low
516,45,4,0.0,1,1,0,95273.73,0,0,0,3,1,Low-Balance Multi-Product Users,0.9106946349733643,Very High
718,35,3,97560.16,1,1,1,53511.74,0,0,1,1,0,Affluent Low-Product Users,0.016974832982971373,Low
636,30,8,141787.31,2,1,1,109685.61,1,0,1,0,0,High-Risk German Affluent,0.018649772128748413,Low
691,36,7,129934.64,1,0,0,75664.56,0,1,1,2,1,Young Engaged Mass-Market,0.5666825959206934,High
698,37,2,166178.02,2,1,1,71972.95,0,0,0,1,0,Affluent Low-Product Users,0.037212556359457485,Low
712,39,5,163097.55,2,1,1,23702.42,0,1,0,2,0,Young Engaged Mass-Market,0.0741262821318767,Low
659,20,8,0.0,2,0,0,112572.02,0,0,1,3,0,Low-Balance Multi-Product Users,0.03198689095266718,Low
573,44,8,0.0,2,0,0,62424.46,0,1,1,2,0,Young Engaged Mass-Market,0.11590661250625271,Low
778,35,1,151958.19,3,1,1,131238.37,1,0,0,0,1,High-Risk German Affluent,0.8605261489627167,Very High
732,46,0,0.0,2,1,1,184350.78,0,0,1,3,0,Low-Balance Multi-Product Users,0.11114218529457384,Low
550,33,4,118400.91,1,0,1,13999.64,1,0,1,0,1,High-Risk German Affluent,0.3090041407523677,Medium
790,20,8,0.0,2,1,0,168152.76,0,1,1,2,0,Young Engaged Mass-Market,0.017455170339078244,Low
665,43,2,116322.27,4,1,0,35640.12,1,0,0,0,1,High-Risk German Affluent,0.9385531859455128,Very High
728,43,5,0.0,1,1,1,120088.17,0,1,0,2,0,Young Engaged Mass-Market,0.24254500830730175,Low
645,29,4,0.0,2,1,1,74346.11,0,1,0,2,0,Young Engaged Mass-Market,0.026302140433998072,Low
647,30,6,143138.91,2,1,0,2955.46,1,0,1,0,0,High-Risk German Affluent,0.07648801260589119,Low
596,32,4,0.0,2,0,1,146504.35,0,1,1,2,0,Young Engaged Mass-Market,0.01357597263818265,Low
610,40,9,0.0,1,1,1,149602.54,0,0,1,3,0,Low-Balance Multi-Product Users,0.1894537710996651,Low
512,36,0,129804.17,1,1,0,53020.9,0,0,1,1,0,Affluent Low-Product Users,0.14089686110098326,Low
768,37,9,108308.11,1,1,0,41788.25,1,0,1,0,1,High-Risk German Affluent,0.810733274196334,Very High
666,30,3,110153.27,1,0,1,74849.46,1,0,1,0,0,High-Risk German Affluent,0.06001616541462223,Low
700,30,4,116377.48,1,1,1,134417.31,1,0,0,0,0,High-Risk German Affluent,0.18142095402925443,Low
651,37,10,117791.06,2,1,1,75837.58,1,0,0,0,0,High-Risk German Affluent,0.07061651843186208,Low
542,26,2,0.0,2,1,1,54869.54,0,1,0,2,0,Young Engaged Mass-Market,0.010278198627770432,Low
686,35,8,105419.73,1,1,0,35356.46,0,0,0,1,0,Affluent Low-Product Users,0.07372135911750402,Low
850,47,4,99219.47,2,1,1,122141.13,1,0,0,0,0,High-Risk German Affluent,0.21407071152744087,Low
658,55,8,119327.93,1,0,1,119439.66,1,0,0,0,0,High-Risk German Affluent,0.4846076550776034,Medium
448,36,6,83947.12,2,1,0,81999.53,0,0,0,3,0,Low-Balance Multi-Product Users,0.24839617172745435,Low
609,32,4,99883.16,1,1,1,120594.85,0,1,1,2,0,Young Engaged Mass-Market,0.02513130071960423,Low
704,50,4,165438.26,1,1,0,120770.75,0,0,1,1,1,Affluent Low-Product Users,0.8649197113350252,Very High
698,31,1,156111.24,1,0,0,134790.74,0,0,1,1,0,Affluent Low-Product Users,0.03029756383584464,Low
759,44,2,111095.58,2,1,0,100137.7,0,0,1,1,0,Affluent Low-Product Users,0.07797302222384649,Low
677,56,0,119963.45,1,0,0,158325.87,0,0,0,1,1,Affluent Low-Product Users,0.9244060233976705,Very High
544,22,4,0.0,2,1,0,70007.67,0,1,1,2,0,Young Engaged Mass-Market,0.010966242774542676,Low
567,35,8,153137.74,1,1,0,88659.07,0,1,1,2,0,Young Engaged Mass-Market,0.09066222242462618,Low
490,40,6,156111.08,1,0,0,190889.13,0,1,1,2,0,Young Engaged Mass-Market,0.14587907385617654,Low
626,34,7,113014.7,2,1,1,56646.28,0,0,1,1,0,Affluent Low-Product Users,0.014227697747972569,Low
718,43,5,132615.73,2,1,0,32999.1,1,0,1,0,0,High-Risk German Affluent,0.18395882666247346,Low
616,44,5,102016.38,1,0,1,178235.37,0,0,1,1,1,Affluent Low-Product Users,0.6041001912933349,High
772,35,9,0.0,1,0,1,25448.31,0,0,0,3,0,Low-Balance Multi-Product Users,0.07697525667530532,Low
561,32,5,0.0,2,1,0,84871.99,0,0,1,3,0,Low-Balance Multi-Product Users,0.01705418816671154,Low
814,49,8,0.0,2,0,0,157822.54,0,0,1,3,0,Low-Balance Multi-Product Users,0.1737385896764721,Low
651,56,4,0.0,1,0,0,84383.22,0,0,0,3,1,Low-Balance Multi-Product Users,0.9687978321431719,Very High
538,42,4,80380.24,1,1,0,119216.46,1,0,0,0,0,High-Risk German Affluent,0.22552842241626825,Low
600,26,6,108909.12,1,1,0,82547.01,0,0,0,1,0,Affluent Low-Product Users,0.07137178589529385,Low
654,35,2,90865.8,1,1,1,86764.46,0,0,0,1,0,Affluent Low-Product Users,0.020847689869535387,Low
622,40,4,99799.76,2,1,0,197372.13,0,0,1,1,0,Affluent Low-Product Users,0.10593975961373082,Low
682,28,10,200724.96,1,0,1,82872.64,0,0,1,1,1,Affluent Low-Product Users,0.6377748859908485,High
610,37,10,140363.95,2,1,1,129563.86,0,1,0,2,0,Young Engaged Mass-Market,0.048682284019042434,Low
795,36,1,151844.64,1,1,1,135388.89,0,0,0,1,0,Affluent Low-Product Users,0.06147043223287835,Low
557,27,2,0.0,2,0,1,4497.55,0,0,0,3,0,Low-Balance Multi-Product Users,0.033068037926710044,Low
824,49,8,133231.48,1,1,1,67885.37,1,0,1,0,0,High-Risk German Affluent,0.8087411179608198,Very High
698,27,7,0.0,2,1,0,111471.55,0,0,1,3,0,Low-Balance Multi-Product Users,0.01673827866780384,Low
630,36,8,126598.99,2,1,1,134407.93,0,0,0,1,0,Affluent Low-Product Users,0.041541991022750045,Low
609,71,6,113317.1,1,1,0,108258.22,1,0,0,0,1,High-Risk German Affluent,0.844127934820227,Very High
694,47,4,0.0,2,1,0,197528.62,0,0,1,3,0,Low-Balance Multi-Product Users,0.13415906048880782,Low
681,58,8,93173.88,1,1,1,139761.25,0,0,0,1,0,Affluent Low-Product Users,0.25115030401327054,Medium
721,32,10,0.0,1,1,0,136119.96,0,1,0,2,1,Young Engaged Mass-Market,0.18139707746820874,Low
563,44,7,105007.31,2,1,1,197812.16,1,0,1,0,0,High-Risk German Affluent,0.13057318787764746,Low
654,32,2,0.0,1,1,1,51972.92,0,1,0,2,1,Young Engaged Mass-Market,0.6030824064831176,High
659,27,4,0.0,2,1,0,99341.87,0,1,1,2,0,Young Engaged Mass-Market,0.0030358012208890565,Low
674,44,4,131593.85,1,0,1,171345.02,1,0,0,0,1,High-Risk German Affluent,0.732986927419682,High
576,44,9,119530.52,1,1,0,119056.68,1,0,1,0,1,High-Risk German Affluent,0.9280217397281738,Very High
566,54,4,118614.6,2,1,1,172601.62,1,0,1,0,0,High-Risk German Affluent,0.3360790567395548,Medium
545,37,9,95829.13,2,0,1,104936.88,1,0,1,0,0,High-Risk German Affluent,0.13598120990164192,Low
798,36,1,0.0,2,1,1,159044.1,0,0,1,3,0,Low-Balance Multi-Product Users,0.012288658515612151,Low
757,38,0,0.0,1,1,0,83263.06,0,0,1,3,0,Low-Balance Multi-Product Users,0.23181563367866923,Low
641,50,6,153590.73,2,1,1,130910.78,0,0,1,1,0,Affluent Low-Product Users,0.17315528959311818,Low
718,29,2,0.0,1,1,0,126336.72,0,0,1,3,0,Low-Balance Multi-Product Users,0.1497129641454692,Low
699,64,9,113109.52,1,1,0,27980.8,0,0,1,1,1,Affluent Low-Product Users,0.8792707832716765,Very High
623,35,0,130557.24,1,1,1,47880.71,0,0,0,1,0,Affluent Low-Product Users,0.0951407170433142,Low
644,40,8,93183.19,1,1,0,73882.49,0,0,1,1,0,Affluent Low-Product Users,0.09644209051836589,Low
586,58,7,151933.63,1,1,0,162960.05,0,0,1,1,1,Affluent Low-Product Users,0.9143195251993906,Very High
500,30,2,125495.64,2,1,1,68807.47,1,0,1,0,0,High-Risk German Affluent,0.0677267662915857,Low
583,42,7,0.0,2,1,0,144039.05,0,0,0,3,0,Low-Balance Multi-Product Users,0.12285785003307649,Low
595,26,8,118547.72,1,1,1,151192.18,1,0,0,0,0,High-Risk German Affluent,0.10963742036785751,Low
670,43,1,97792.21,1,0,0,120225.62,0,1,1,2,0,Young Engaged Mass-Market,0.10990180983279219,Low
610,41,6,0.0,3,0,0,56118.81,0,0,1,3,1,Low-Balance Multi-Product Users,0.6824685867445298,High
814,72,2,0.0,2,0,1,130853.03,0,1,0,2,0,Young Engaged Mass-Market,0.0180384461241484,Low
660,40,8,167181.01,1,1,1,185156.94,0,0,0,1,0,Affluent Low-Product Users,0.3125505498198142,Medium
580,35,9,121355.19,1,0,1,35671.45,1,0,1,0,0,High-Risk German Affluent,0.2317308920109027,Low
850,81,1,0.0,2,1,1,59568.24,0,0,0,3,0,Low-Balance Multi-Product Users,0.017353757943447526,Low
676,35,0,0.0,2,0,0,139911.58,0,1,1,2,0,Young Engaged Mass-Market,0.017546256703300084,Low
578,46,5,113226.47,1,1,0,56770.76,0,0,1,1,0,Affluent Low-Product Users,0.44044765635782285,Medium
579,33,1,118392.75,1,1,1,157564.75,0,0,0,1,0,Affluent Low-Product Users,0.049935628294316727,Low
711,52,8,145262.54,1,0,1,131473.31,1,0,0,0,0,High-Risk German Affluent,0.7902428582301547,Very High
692,40,6,163505.16,1,0,0,90424.09,0,0,1,1,0,Affluent Low-Product Users,0.1366901062284191,Low
760,33,1,118114.28,2,0,1,156660.21,0,1,0,2,0,Young Engaged Mass-Market,0.05111373579415469,Low
630,51,0,108449.23,3,0,0,88372.69,1,0,0,0,1,High-Risk German Affluent,0.9729772706176537,Very High
808,32,1,0.0,2,1,1,46200.71,0,0,1,3,0,Low-Balance Multi-Product Users,0.02565210514049945,Low
611,36,10,103294.56,1,1,0,160548.12,1,0,0,0,0,High-Risk German Affluent,0.2389582905649479,Low
697,42,1,0.0,1,1,0,1262.83,0,0,0,3,1,Low-Balance Multi-Product Users,0.7306095594529907,High
655,38,6,0.0,1,1,1,188639.28,0,0,0,3,0,Low-Balance Multi-Product Users,0.11393758325003098,Low
601,28,6,0.0,2,1,0,14665.28,0,1,1,2,0,Young Engaged Mass-Market,0.0024705021867205625,Low
755,42,2,119919.12,1,1,0,156868.21,0,0,1,1,0,Affluent Low-Product Users,0.27765586275202947,Medium
553,37,1,0.0,1,1,0,30461.55,0,0,1,3,0,Low-Balance Multi-Product Users,0.10977308757938857,Low
723,28,4,0.0,2,1,1,123885.88,0,0,1,3,0,Low-Balance Multi-Product Users,0.07041047118594995,Low
507,34,4,0.0,2,1,1,60688.38,0,1,0,2,0,Young Engaged Mass-Market,0.006255419052775785,Low
777,43,1,0.0,2,1,0,21785.91,0,0,1,3,0,Low-Balance Multi-Product Users,0.14355509235928443,Low
566,34,3,0.0,1,0,0,188135.69,0,0,1,3,0,Low-Balance Multi-Product Users,0.2976543438479198,Medium
732,26,7,0.0,2,1,0,154364.66,0,0,1,3,0,Low-Balance Multi-Product Users,0.010266160088655385,Low
697,42,10,0.0,2,1,0,61312.15,0,0,0,3,0,Low-Balance Multi-Product Users,0.25102524243354296,Medium
555,29,4,128744.04,1,1,1,47454.93,0,0,1,1,0,Affluent Low-Product Users,0.0572779365615697,Low
584,62,9,137727.34,2,0,1,121102.9,1,0,0,0,0,High-Risk German Affluent,0.17752537541084182,Low
705,44,10,106731.58,1,1,0,137419.87,1,0,0,0,1,High-Risk German Affluent,0.6831486003983563,High
688,38,7,123544.21,1,1,1,157664.02,0,0,0,1,0,Affluent Low-Product Users,0.05901705392732008,Low
626,37,2,133968.96,2,1,0,148689.65,0,0,0,1,0,Affluent Low-Product Users,0.10742876563050598,Low
636,76,9,126534.6,1,1,1,39789.62,0,1,1,2,0,Young Engaged Mass-Market,0.08917616142124382,Low
719,35,8,0.0,1,1,1,165162.4,0,1,0,2,0,Young Engaged Mass-Market,0.13399585153364665,Low
706,30,6,87609.68,2,0,0,137674.55,0,1,1,2,1,Young Engaged Mass-Market,0.5711766649968059,High
731,41,3,0.0,2,1,0,101371.72,0,1,1,2,0,Young Engaged Mass-Market,0.013962660019601773,Low
738,49,3,0.0,3,1,1,65066.48,0,1,1,2,1,Young Engaged Mass-Market,0.631095503755698,High
426,34,9,0.0,2,1,0,107876.91,0,0,1,3,0,Low-Balance Multi-Product Users,0.06944000461295655,Low
622,36,0,108960.0,2,1,0,111180.3,0,1,0,2,1,Young Engaged Mass-Market,0.6429343369076189,High
701,30,2,0.0,2,1,0,115650.63,0,1,0,2,0,Young Engaged Mass-Market,0.11145884175930486,Low
512,51,6,144953.31,1,1,1,165035.17,0,0,1,1,0,Affluent Low-Product Users,0.28973045866354835,Medium
635,41,4,103544.88,2,1,0,193746.55,0,0,1,1,0,Affluent Low-Product Users,0.1108547251242918,Low
685,33,6,0.0,1,1,0,58458.26,0,0,1,3,0,Low-Balance Multi-Product Users,0.2620712233930638,Medium
609,53,7,0.0,2,0,1,52332.85,0,0,1,3,0,Low-Balance Multi-Product Users,0.11159279972251313,Low
598,38,1,101487.18,1,1,1,75959.1,1,0,1,0,1,High-Risk German Affluent,0.4270959271684278,Medium
708,52,10,105355.81,1,1,0,123.07,0,0,1,1,1,Affluent Low-Product Users,0.7020976178431567,High
574,36,4,77967.5,1,1,0,167066.95,0,1,1,2,1,Young Engaged Mass-Market,0.22879102867717896,Low
629,44,5,0.0,4,0,0,117572.59,0,0,1,3,1,Low-Balance Multi-Product Users,0.8088220622631996,Very High
422,54,4,0.0,2,1,1,7166.71,0,1,0,2,0,Young Engaged Mass-Market,0.22505216722581523,Low
656,28,8,120047.77,1,1,1,137173.39,0,1,1,2,0,Young Engaged Mass-Market,0.06277548605939941,Low
697,32,7,175464.85,3,1,0,116442.42,0,0,1,1,1,Affluent Low-Product Users,0.9278263072251258,Very High
718,52,8,79475.3,3,1,1,32421.32,0,0,1,3,1,Low-Balance Multi-Product Users,0.7596048687780276,Very High
586,37,8,167735.69,2,0,1,104665.79,1,0,1,0,0,High-Risk German Affluent,0.0498269481050419,Low
481,37,8,0.0,2,1,0,44215.86,0,1,0,2,0,Young Engaged Mass-Market,0.042488788422188,Low
749,33,1,74385.98,1,1,0,20164.47,0,0,0,1,0,Affluent Low-Product Users,0.11838008414038571,Low
561,49,5,94754.0,1,1,1,26691.31,1,0,1,0,0,High-Risk German Affluent,0.4253736540574876,Medium
676,27,4,0.0,1,0,1,107955.67,0,1,1,2,0,Young Engaged Mass-Market,0.09248263105385023,Low
615,43,3,86920.86,1,1,1,150048.37,1,0,1,0,0,High-Risk German Affluent,0.17217689375981227,Low
582,39,1,132077.48,2,1,0,192255.15,0,0,0,1,0,Affluent Low-Product Users,0.053608071724721366,Low
601,40,10,127847.86,1,0,0,173245.68,0,0,1,1,0,Affluent Low-Product Users,0.16456322677288635,Low
708,34,3,0.0,1,0,1,121457.88,0,0,1,3,1,Low-Balance Multi-Product Users,0.5658738632816216,High
